,object_thumb,object_download,reference_url
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104723","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104723.pdf","https://temoshee.github.io/executiveorders/items/cdm104723.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104724","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104724.pdf","https://temoshee.github.io/executiveorders/items/cdm104724.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104726","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104726.pdf","https://temoshee.github.io/executiveorders/items/cdm104726.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104727","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104727.pdf","https://temoshee.github.io/executiveorders/items/cdm104727.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104728","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104728.pdf","https://temoshee.github.io/executiveorders/items/cdm104728.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104729","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104729.pdf","https://temoshee.github.io/executiveorders/items/cdm104729.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104731","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104731.pdf","https://temoshee.github.io/executiveorders/items/cdm104731.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104732","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104732.pdf","https://temoshee.github.io/executiveorders/items/cdm104732.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104734","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104734.pdf","https://temoshee.github.io/executiveorders/items/cdm104734.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104735","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104735.pdf","https://temoshee.github.io/executiveorders/items/cdm104735.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104736","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104736.pdf","https://temoshee.github.io/executiveorders/items/cdm104736.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104737","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104737.pdf","https://temoshee.github.io/executiveorders/items/cdm104737.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104738","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104738.pdf","https://temoshee.github.io/executiveorders/items/cdm104738.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104739","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104739.pdf","https://temoshee.github.io/executiveorders/items/cdm104739.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104740","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104740.pdf","https://temoshee.github.io/executiveorders/items/cdm104740.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll2/id/104742","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll2/id/104742.pdf","https://temoshee.github.io/executiveorders/items/cdm104742.html"

