objectid,cdmid,title,bill_number,public_act_number,format,date_published
cdm96321,96321,Bill Analysis,1971-HB-5273,1972-PA-286,application/pdf,
cdm96323,96323,Bill Analysis,1973-HB-4482,1974-PA-250,application/pdf,
cdm96324,96324,Bill Analysis,1973-HB-4482,1974-PA-250,application/pdf,
cdm96325,96325,Bill Analysis,1973-HB-4482,1974-PA-250,application/pdf,
cdm96326,96326,Bill Analysis,1973-HB-4482,1974-PA-250,application/pdf,
cdm96327,96327,Bill Analysis,1973-HB-4482,1974-PA-250,application/pdf,
cdm96328,96328,Bill Analysis,1973-HB-4482,1974-PA-250,application/pdf,
cdm96335,96335,Bill Analysis,1981-SB-358,1982-PA-407,application/pdf,
cdm96336,96336,Bill Analysis,1981-SB-358,1982-PA-407,application/pdf,
cdm96338,96338,Bill Analysis,1992-SB-691;1992-SB-692,1992-PA-182,application/pdf,
cdm96339,96339,Bill Analysis,1992-SB-691;1992-SB-692,1992-PA-182,application/pdf,
cdm96340,96340,Bill Analysis,1992-SB-692,1992-PA-182,application/pdf,
cdm96342,96342,Bill Analysis,1994-HB-5309;1994-HB-5310;1994-HB-5311,1994-PA-226;1994-PA-227;1994-PA-443,application/pdf,
cdm96343,96343,Bill Analysis,1994-HB-5310;1994-HB-5311,1994-PA-226;1994-PA-227,application/pdf,
cdm96345,96345,Bill Analysis,1992-HB-5968,1992-PA-245,application/pdf,
cdm96346,96346,Bill Analysis,1992-HB-5968,1992-PA-245,application/pdf,
cdm96348,96348,Bill Analysis,1971-SB-436,1972-PA-358,application/pdf,
cdm96349,96349,Bill Analysis,1972-SB-436,1972-PA-358,application/pdf,
cdm96351,96351,Bill Analysis,1978-SB-1682,1978-PA-416,application/pdf,
cdm96352,96352,Bill Analysis,1993-SB-193;1993-SB-194;1993-SB-397;1993-SB-400,1994-PA-286;1994-PA-287;1994-PA-294;1994-PA-295,application/pdf,
cdm96353,96353,Bill Analysis,1993-SB-193;1993-SB-194;1993-SB-397;1993-SB-400,1994-PA-286;1994-PA-287;1994-PA-294;1994-PA-295,application/pdf,
cdm96354,96354,Bill Analysis,1993-SB-193;1993-SB-194;1993-SB-397;1993-SB-400,1994-PA-286;1994-PA-287;1994-PA-294;1994-PA-295,application/pdf,
cdm96356,96356,Bill Analysis,1995-HB-5014,1995-PA-219,application/pdf,
cdm96357,96357,Bill Analysis,1995-HB-5014,1995-PA-219,application/pdf,
cdm96358,96358,Bill Analysis,1995-HB-5014,1995-PA-219,application/pdf,
cdm96582,96582,Bill Analysis,1993-SB-40;1993-SB-41,1994-PA-217;1994-PA-218,application/pdf,
cdm96583,96583,Bill Analysis,1993-SB-40;1993-SB-41;1994-HB-5439,1994-PA-217;1994-PA-218;1994-PA-322,application/pdf,
cdm96584,96584,Bill Analysis,1993-SB-40;1993-SB-41;1994-HB-5439,1994-PA-217;1994-PA-218;1994-PA-322,application/pdf,
cdm96585,96585,Bill Analysis,1993-SB-40;1993-SB-41,1994-PA-217;1994-PA-218,application/pdf,
cdm96586,96586,Bill Analysis,1993-SB-40;1993-SB-41,1994-PA-217;1994-PA-218,application/pdf,
cdm96588,96588,Bill Analysis,1991-HB-4130,1992-PA-181,application/pdf,
cdm96589,96589,Bill Analysis,1991-HB-4127;1991-HB-4130,1992-PA-181,application/pdf,
cdm96590,96590,Bill Analysis,1991-HB-4130,1992-PA-181,application/pdf,
cdm96591,96591,Bill Analysis,1991-HB-4130,1992-PA-181,application/pdf,
cdm96592,96592,Bill Analysis,1991-HB-4130,1992-PA-181,application/pdf,
cdm96594,96594,Bill Analysis,1991-SB-334;1991-SB-335,1992-PA-22;1992-PA-23,application/pdf,
cdm96595,96595,Bill Analysis,1991-SB-145;1991-SB-334;1991-SB-335,1992-PA-21;1992-PA-22;1992-PA-23,application/pdf,
cdm96596,96596,Bill Analysis,1991-SB-334;1991-SB-335,1992-PA-22;1992-PA-23,application/pdf,
cdm96598,96598,Bill Analysis,1981-HB-4162,1982-PA-314,application/pdf,
cdm96599,96599,Bill Analysis,1981-HB-4162,1982-PA-314,application/pdf,
cdm96600,96600,Bill Analysis,1981-HB-4162,1982-PA-314,application/pdf,
cdm96602,96602,Bill Analysis,1984-SB-684;1984-SB-829,1984-PA-282;1984-PA-414,application/pdf,
cdm96603,96603,Bill Analysis,1989-SB-77,1989-PA-126,application/pdf,
cdm96604,96604,Bill Analysis,1989-SB-77,1989-PA-126,application/pdf,
cdm96606,96606,Bill Analysis,1993-SB-403;1993-SB-1030,1994-PA-307;1994-PA-308,application/pdf,
cdm96607,96607,Bill Analysis,1993-SB-403;1993-SB-1030,1994-PA-307;1994-PA-308,application/pdf,
cdm96609,96609,Bill Analysis,1995-SB-784;1995-SB-785;1995-SB-786,1996-PA-133;1996-PA-134;1996-PA-135,application/pdf,
cdm96610,96610,Bill Analysis,1995-SB-784;1995-SB-785;1995-SB-786,1996-PA-133;1996-PA-134;1996-PA-135,application/pdf,
cdm96612,96612,Bill Analysis,1982-HB-6165;1982-HB-6166,1982-PA-458;1982-PA-442,application/pdf,
cdm96613,96613,Bill Analysis,1982-HB-6165;1982-HB-6166,1982-PA-458;1982-PA-442,application/pdf,
cdm96615,96615,Bill Analysis,1977-HB-4195,1978-PA-81,application/pdf,
cdm96639,96639,Bill Analysis,1974-SB-1157,1974-PA-216,application/pdf,
cdm96640,96640,Bill Analysis,1974-SB-1157,1974-PA-216,application/pdf,
cdm96646,96646,Bill Analysis,1981-HB-4055,1982-PA-178,application/pdf,
cdm96647,96647,Bill Analysis,1983-HB-5102;1983-HB-5103,1984-PA-323;1984-PA-333,application/pdf,
cdm96648,96648,Bill Analysis,1983-HB-5102;1983-HB-5103,1984-PA-333;1984-PA-323,application/pdf,
cdm96652,96652,Bill Analysis,1981-HB-5138,1982-PA-177,application/pdf,
cdm96653,96653,Bill Analysis,1982-HB-5515,1982-PA-146,application/pdf,
cdm96655,96655,Bill Analysis,1995-SB-351;1995-SB-350,1995-PA-23;1995-PA-24,application/pdf,
cdm96656,96656,Bill Analysis,1995-SB-350;1995-SB-351,1995-PA-23;1995-PA-24,application/pdf,
cdm96657,96657,Bill Analysis,1995-SB-350;1995-SB-351,1995-PA-23;1995-PA-24,application/pdf,
cdm96667,96667,Bill Analysis,1987-HB-4435,1987-PA-213,application/pdf,
cdm96668,96668,Bill Analysis,1987-HB-4435,1987-PA-213,application/pdf,
cdm96683,96683,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96684,96684,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96685,96685,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96686,96686,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96687,96687,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96688,96688,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96689,96689,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96690,96690,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96691,96691,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96692,96692,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96693,96693,Bill Analysis,1977-HB-4070,1978-PA-368,application/pdf,
cdm96695,96695,Bill Analysis,1989-HB-4869,1989-PA-196,application/pdf,
cdm96700,96700,Bill Analysis,1987-HB-4907;1987-HB-4936,1988-PA-42;1988-PA-58,application/pdf,
cdm96701,96701,Bill Analysis,1987-HB-4907;1987-HB-4936,1988-PA-42;1988-PA-58,application/pdf,
cdm96702,96702,Bill Analysis,1987-HB-4907;1987-HB-4936,1988-PA-58;1988-PA-42,application/pdf,
cdm96703,96703,Public Acts,1987-HB-4907;1987-HB-4936,1988-PA-42;1988-PA-58,application/pdf,
cdm96715,96715,Bill Analysis,1979-HB-5081;1979-HB-5082;1979-HB-5083,1980-PA-76;1980-PA-77;1980-PA-78,application/pdf,
cdm96716,96716,Bill Analysis,1979-HB-5082,1980-PA-77,application/pdf,
cdm96718,96718,Bill Analysis,1975-SB-163,1975-PA-197,application/pdf,
cdm96719,96719,Bill Analysis,1975-SB-163,1975-PA-197,application/pdf,
cdm96720,96720,Bill Analysis,1975-SB-163,1975-PA-197,application/pdf,
cdm96721,96721,Bill Analysis,1975-SB-163,1975-PA-197,application/pdf,
cdm96723,96723,Bill Analysis,1993-HB-4375,1993-PA-92,application/pdf,
cdm96724,96724,Bill Analysis,1993-HB-4375,1993-PA-92,application/pdf,
cdm96725,96725,Bill Analysis,1993-HB-4375,1993-PA-92,application/pdf,
cdm96727,96727,Bill Analysis,1996-HB-5925,1996-PA-485,application/pdf,
cdm96728,96728,Bill Analysis,1996-HB-5925,1996-PA-485,application/pdf,
cdm96740,96740,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96741,96741,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96742,96742,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96743,96743,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96744,96744,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96745,96745,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96746,96746,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96747,96747,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96748,96748,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96749,96749,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96750,96750,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96751,96751,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96752,96752,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96753,96753,Bill Analysis,1981-SB-200;1981-SB-201,1982-PA-540;1982-PA-541,application/pdf,
cdm96757,96757,Bill Analysis,1979-HB-4716,1980-PA-110,application/pdf,
cdm96758,96758,Bill Analysis,1979-HB-4716,1980-PA-110,application/pdf,
cdm96759,96759,Bill Analysis,1979-HB-4716,1980-PA-110,application/pdf,
cdm96760,96760,Bill Analysis,1979-HB-4716,1980-PA-110,application/pdf,
cdm96761,96761,Bill Analysis,1979-HB-4716,1980-PA-110,application/pdf,
cdm96764,96764,Bill Analysis,1987-HB-4597,1988-PA-13,application/pdf,
cdm96765,96765,Bill Analysis,1987-HB-4597,1988-PA-13,application/pdf,
cdm96776,96776,Bill Analysis,1989-HB-4974;1989-HB-4976,1989-PA-268;1990-PA-7,application/pdf,
cdm96777,96777,Bill Analysis,1989-HB-4974;1989-HB-4976,1989-PA-268;1990-PA-7,application/pdf,
cdm96778,96778,Bill Analysis,1989-HB-4974;1989-HB-4975;1989-HB-4976;1989-HB-4977,1989-PA-268;1990-PA-7,application/pdf,
cdm96791,96791,Bill Analysis,1992-HB-5504,1992-PA-96,application/pdf,
cdm96792,96792,Bill Analysis,1992-HB-5504,1992-PA-96,application/pdf,
cdm96805,96805,Bill Analysis,1995-HB-4682,1995-PA-276,application/pdf,
cdm96806,96806,Bill Analysis,1995-HB-4682,1995-PA-276,application/pdf,
cdm96807,96807,Bill Analysis,1995-HB-4682,1995-PA-276,application/pdf,
cdm96808,96808,Bill Analysis,1995-HB-4682,1995-PA-276,application/pdf,
cdm96918,96918,Bill Analysis,1987-HB-4820;1987-HB-4821;1987-HB-4822,1988-PA-461;1988-PA-462;1988-PA-463,application/pdf,
cdm96920,96920,Bill Analysis,1987-HB-4820;1987-HB-4821;1987-HB-4822,1988-PA-461;1988-PA-462;1988-PA-463,application/pdf,
cdm96921,96921,Bill Analysis,1987-HB-4820;1987-HB-4821;1987-HB-4822,1988-PA-461;1988-PA-462;1988-PA-463,application/pdf,
cdm96949,96949,Bill Analysis,1989-HB-4222;1989-HB-4223;1989-HB-4224;1989-HB-4225;1989-HB-4226,1990-PA-3;1990-PA-4;1990-PA-5;1990-PA-6;1990-PA-2,application/pdf,
cdm96950,96950,Bill Analysis,1989-HB-4222;1989-HB-4223;1989-HB-4224;1989-HB-4225;1989-HB-4226,1990-PA-3;1990-PA-4;1990-PA-5;1990-PA-6;1990-PA-2,application/pdf,
cdm96951,96951,Bill Analysis,1989-HB-4223;1989-HB-4224;1989-HB-4225;1989-HB-4226,1990-PA-3;1990-PA-4;1990-PA-5;1990-PA-6,application/pdf,
cdm96953,96953,Bill Analysis,1991-HB-4110,1991-PA-166,application/pdf,
cdm96954,96954,Bill Analysis,1991-HB-4110,1991-PA-166,application/pdf,
cdm96955,96955,Bill Analysis,1991-HB-4110,1991-PA-166,application/pdf,
cdm96964,96964,Bill Analysis,1979-HB-4053;1980-HB-6046;1980-HB-6047;1980-HB-6048,1980-PA-432;1980-PA-492;1980-PA-496;1980-PA-497,application/pdf,
cdm96965,96965,Bill Analysis,1979-HB-4053;1980-HB-6046;1980-HB-6047;1980-HB-6048,1980-PA-432;1980-PA-492;1980-PA-496;1980-PA-497,application/pdf,
cdm96968,96968,Bill Analysis,1981-HB-4146,1981-PA-83,application/pdf,
cdm96969,96969,Bill Analysis,1981-HB-4146,1981-PA-83,application/pdf,
cdm96970,96970,Bill Analysis,1981-HB-4146,1981-PA-83,application/pdf,
cdm96971,96971,Bill Analysis,1981-HB-4146,1981-PA-83,application/pdf,
cdm96973,96973,Bill Analysis,1981-SB-505,1982-PA-6,application/pdf,
cdm96974,96974,Bill Analysis,1981-SB-505,1982-PA-6,application/pdf,
cdm96976,96976,Bill Analysis,1982-HB-5611,1982-PA-410,application/pdf,
cdm96977,96977,Bill Analysis,1982-HB-5611,1982-PA-410,application/pdf,
cdm96979,96979,Bill Analysis,1983-HB-4774;1983-HB-4775;1983-HB-4776;1983-HB-4777;1983-HB-4778,1984-PA-192;1984-PA-193;1984-PA-189;1984-PA-190;1984-PA-191,application/pdf,
cdm97324,97324,Bill Analysis,1975-SB-227,1975-PA-142,application/pdf,
cdm97325,97325,Bill Analysis,1975-SB-227,1975-PA-142,application/pdf,
cdm97327,97327,Bill Analysis,1977-HB-5689,1978-PA-495,application/pdf,
cdm97328,97328,Bill Analysis,1977-HB-5689,1978-PA-495,application/pdf,
cdm97330,97330,Bill Analysis,1987-SB-478,1988-PA-115,application/pdf,
cdm97331,97331,Bill Analysis,1987-SB-478,1988-PA-115,application/pdf,
cdm97338,97338,House Bills,1977-HB-5381,1978-PA-397,application/pdf,
cdm97339,97339,Bill Analysis,1977-HB-5381,1978-PA-397,application/pdf,
cdm97340,97340,Bill Analysis,1977-HB-5381,1978-PA-397,application/pdf,
cdm97341,97341,Bill Analysis,1977-HB-5381,1978-PA-397,application/pdf,
cdm97375,97375,Bill Analysis,1995-HB-4325,1996-PA-233,application/pdf,
cdm97376,97376,Bill Analysis,1995-HB-4325,1996-PA-233,application/pdf,
cdm97377,97377,Bill Analysis,1995-HB-4325,1996-PA-233,application/pdf,
cdm97414,97414,Bill Analysis,1991-HB-4257,1991-PA-133,application/pdf,
cdm97415,97415,Bill Analysis,1991-HB-4257,1991-PA-133,application/pdf,
cdm97416,97416,Bill Analysis,1991-HB-4257,1991-PA-133,application/pdf,
cdm97418,97418,Bill Analysis,1995-HB-4367,1995-PA-187,application/pdf,
cdm97419,97419,Bill Analysis,1995-HB-4367,1995-PA-187,application/pdf,
cdm97420,97420,Bill Analysis,1995-HB-4367,1995-PA-187,application/pdf,
cdm97421,97421,Bill Analysis,1995-HB-4367,1995-PA-187,application/pdf,
cdm97424,97424,Bill Analysis,1993-HB-4023,1993-PA-23,application/pdf,
cdm97425,97425,Bill Analysis,1993-HB-4023,1993-PA-23,application/pdf,
cdm97426,97426,Bill Analysis,1993-HB-4023,1993-PA-23,application/pdf,
cdm97439,97439,Bill Analysis,1992-SB-717,1992-PA-125,application/pdf,
cdm97440,97440,Bill Analysis,1992-SB-717,1992-PA-125,application/pdf,
cdm97441,97441,Bill Analysis,1992-SB-717,1992-PA-125,application/pdf,
cdm97442,97442,Bill Analysis,1992-SB-717,1992-PA-125,application/pdf,
cdm97444,97444,Bill Analysis,1993-HB-4187,1993-PA-45,application/pdf,
cdm97445,97445,Bill Analysis,1993-HB-4187,1993-PA-45,application/pdf,
cdm97446,97446,Bill Analysis,1993-HB-4187,1993-PA-45,application/pdf,
cdm97448,97448,Bill Analysis,1995-HB-4596;1995-HB-4597;1995-HB-4598,1995-PA-71;1995-PA-70;1995-PA-37,application/pdf,
cdm97449,97449,Bill Analysis,1995-HB-4596;1995-HB-4597;1995-HB-4598,1995-PA-71;1995-PA-70;1995-PA-37,application/pdf,
cdm97450,97450,Bill Analysis,1995-HB-4596;1995-HB-4597;1995-HB-4598,1995-PA-71;1995-PA-70;1995-PA-37,application/pdf,
cdm97467,97467,Bill Analysis,1976-SB-1570,1976-PA-388,application/pdf,
cdm97468,97468,Senate Journal Entries,1976-SB-1570,1976-PA-388,application/pdf,
cdm97469,97469,House Journal Entries,1976-SB-1570,1976-PA-388,application/pdf,
cdm97552,97552,Bill Analysis,1985-HB-4587;1985-HB-4588,1986-PA-238;1986-PA-255,application/pdf,
cdm97553,97553,Bill Analysis,1985-HB-4587;1985-HB-4588,1986-PA-238;1986-PA-255,application/pdf,
cdm97554,97554,Bill Analysis,1985-HB-4587;1985-HB-4588,1986-PA-238;1986-PA-255,application/pdf,
cdm97603,97603,Bill Analysis,1975-SB-4326,1975-PA-123,application/pdf,
cdm97604,97604,Bill Analysis,1975-SB-4326;1975-SB-339,1975-PA-123,application/pdf,
cdm97605,97605,Bill Analysis,1975-SB-4326,1975-PA-123,application/pdf,
cdm97606,97606,Bill Analysis,1975-SB-4326,1975-PA-123,application/pdf,
cdm97607,97607,Bill Analysis,1975-SB-4326,1975-PA-123,application/pdf,
cdm97609,97609,Bill Analysis,1969-HB-2966,1970-PA-169,application/pdf,
cdm97620,97620,Bill Analysis,1995-SB-344,1995-PA-249,application/pdf,
cdm97621,97621,Bill Analysis,1995-SB-344,1995-PA-249,application/pdf,
cdm97622,97622,Bill Analysis,1995-SB-344,1995-PA-249,application/pdf,
cdm97623,97623,Bill Analysis,1995-SB-344,1995-PA-249,application/pdf,
cdm97625,97625,Bill Analysis,1995-SB-344,1995-PA-249,application/pdf,
cdm97662,97662,Bill Analysis,1996-SB-1102,1996-PA-594,application/pdf,
cdm97663,97663,Bill Analysis,1996-SB-1102,1996-PA-594,application/pdf,
cdm97746,97746,Bill Analysis,1973-SB-303,1974-PA-225,application/pdf,
cdm97747,97747,Bill Analysis,1973-SB-303,1974-PA-225,application/pdf,
cdm97748,97748,Bill Analysis,1973-SB-303,1974-PA-225,application/pdf,
cdm97774,97774,Bill Analysis,1983-HB-4141;1983-HB-4142,1983-PA-144;1983-PA-145,application/pdf,
cdm97775,97775,Bill Analysis,1983-HB-4141;1983-HB-4142,1983-PA-144;1983-PA-145,application/pdf,
cdm97776,97776,Bill Analysis,1983-HB-4141;1983-HB-4142,1983-PA-144;1983-PA-145,application/pdf,
cdm97778,97778,Bill Analysis,1981-HB-4036,1981-PA-70,application/pdf,
cdm97779,97779,Bill Analysis,1981-HB-4036,1981-PA-70,application/pdf,
cdm97781,97781,Bill Analysis,1983-SB-463,1984-PA-413,application/pdf,
cdm97782,97782,Bill Analysis,1973-HB-4645,1974-PA-297,application/pdf,
cdm97971,97971,Bill Analysis,1983-HB-5102;1983-HB-5103,1984-PA-323;1984-PA-333,application/pdf,
cdm97972,97972,Bill Analysis,1983-HB-5102;1983-HB-5103,1984-PA-323;1984-PA-333,application/pdf,
cdm98013,98013,Bill Analysis,1979-HB-4992,1980-PA-142,application/pdf,
cdm98014,98014,Bill Analysis,1979-HB-4992,1980-PA-142,application/pdf,
cdm98015,98015,Bill Analysis,1979-HB-4992,1980-PA-142,application/pdf,
cdm98017,98017,Bill Analysis,1979-HB-4053;1980-HB-6046;1980-HB-6047;1980-HB-6048,1980-PA-432;1980-PA-492;1980-PA-496;1980-PA-497,application/pdf,
cdm98020,98020,Bill Analysis,1979-HB-4053;1980-HB-6046;1980-HB-6047;1980-HB-6048,1980-PA-432;1980-PA-492;1980-PA-496;1980-PA-497,application/pdf,
cdm98061,98061,Bill Analysis,1985-SB-305,1986-PA-223,application/pdf,
cdm98062,98062,Bill Analysis,1985-SB-305,1986-PA-223,application/pdf,
cdm98063,98063,Bill Analysis,1985-SB-305,1986-PA-223,application/pdf,
cdm98195,98195,Bill Analysis,1983-HB-4799;1983-HB-4800;1983-HB-4801;1983-HB-5067;1983-HB-5068;1983-HB-5069;1984-SB-714,1984-PA-230;1984-PA-231;1984-PA-232;1984-PA-233;1984-PA-234;1984-PA-235;1984-PA-280,application/pdf,
cdm98196,98196,Bill Analysis,1983-HB-4799;1983-HB-4800;1983-HB-4801;1983-HB-5067;1983-HB-5068;1983-HB-5069;1984-SB-714,1984-PA-230;1984-PA-231;1984-PA-232;1984-PA-233;1984-PA-234;1984-PA-235;1984-PA-280,application/pdf,
cdm98197,98197,Bill Analysis,1983-HB-4798;1983-HB-4799;1983-HB-4800;1983-HB-4801;1983-HB-5067;1983-HB-5068;1983-HB-5069,1984-PA-230;1984-PA-231;1984-PA-232;1984-PA-233;1984-PA-234;1984-PA-235,application/pdf,
cdm98198,98198,Bill Analysis,1983-HB-4798;1983-HB-4799;1983-HB-4800;1983-HB-4801;1983-HB-5067;1983-HB-5068;1983-HB-5069,1984-PA-230;1984-PA-231;1984-PA-232;1984-PA-233;1984-PA-234;1984-PA-235,application/pdf,
cdm98200,98200,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98201,98201,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98202,98202,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98203,98203,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98205,98205,Bill Analysis,1988-HB-5755,1988-PA-273,application/pdf,
cdm98206,98206,Bill Analysis,1988-HB-5755,1988-PA-273,application/pdf,
cdm98207,98207,Bill Analysis,1988-HB-5755,1988-PA-273,application/pdf,
cdm98209,98209,Bill Analysis,1990-HB-5546,1990-PA-69,application/pdf,
cdm98210,98210,Bill Analysis,1990-HB-5546,1990-PA-69,application/pdf,
cdm98211,98211,Bill Analysis,1990-HB-5546,1990-PA-69,application/pdf,
cdm98213,98213,Bill Analysis,1987-SB-35,1987-PA-117,application/pdf,
cdm98298,98298,Bill Analysis,1995-HB-4069,1995-PA-67,application/pdf,
cdm98299,98299,Bill Analysis,1995-HB-4069,1995-PA-67,application/pdf,
cdm98300,98300,Bill Analysis,1995-HB-4069,1995-PA-67,application/pdf,
cdm98302,98302,Bill Analysis,1985-SB-278,1985-PA-188,application/pdf,
cdm98303,98303,Bill Analysis,1985-SB-278,1985-PA-188,application/pdf,
cdm98304,98304,Bill Analysis,1985-SB-278,1985-PA-188,application/pdf,
cdm98357,98357,Bill Analysis,1972-HB-5978,1972-PA-348,application/pdf,
cdm98358,98358,Bill Analysis,1972-HB-5978,1972-PA-348,application/pdf,
cdm98359,98359,Bill Analysis,1972-HB-5978,1972-PA-348,application/pdf,
cdm98360,98360,Bill Analysis,1972-HB-5978,1972-PA-348,application/pdf,
cdm98461,98461,Bill Analysis,1994-HB-5721,1994-PA-397,application/pdf,
cdm98462,98462,Bill Analysis,1994-HB-5721,1994-PA-397,application/pdf,
cdm98463,98463,Bill Analysis,1994-HB-5721,1994-PA-397,application/pdf,
cdm98629,98629,Bill Analysis,1989-SB-710,1990-PA-102,application/pdf,
cdm98630,98630,Bill Analysis,1989-SB-710,1990-PA-102,application/pdf,
cdm98642,98642,Bill Analysis,1973-HB-4649,1974-PA-305,application/pdf,
cdm98643,98643,Bill Analysis,1973-HB-4649,1974-PA-305,application/pdf,
cdm98759,98759,Bill Analysis,1987-SB-625,1988-PA-101,application/pdf,
cdm98760,98760,Bill Analysis,1987-SB-624;1987-SB-625,1988-PA-100;1988-PA-101,application/pdf,
cdm98761,98761,Bill Analysis,1987-SB-625,1988-PA-101,application/pdf,
cdm98763,98763,Bill Analysis,1973-HB-5047,1974-PA-300,application/pdf,
cdm98764,98764,Bill Analysis,1973-HB-5047,1974-PA-300,application/pdf,
cdm98765,98765,Bill Analysis,1973-HB-5047,1974-PA-300,application/pdf,
cdm98822,98822,Bill Analysis,1996-SB-1036;1996-SB-1037;1996-SB-1039;1996-SB-1040;1996-SB-1041;1996-SB-1042;1996-SB-1043;1996-SB-1044;1996-SB-1045;1996-SB-1046;1996-SB-1047;1996-SB-1052;1996-SB-1054;1996-SB-1055,1996-PA-408;1996-PA-409;1996-PA-410;1996-PA-411;1996-PA-412;1996-PA-413;1996-PA-414;1996-PA-415;1996-PA-416;1996-PA-417;1996-PA-418;1996-PA-388;1996-PA-402;1996-PA-389,application/pdf,
cdm98823,98823,Bill Analysis,1996-SB-1036;1996-SB-1037;1996-SB-1039;1996-SB-1040;1996-SB-1041;1996-SB-1042;1996-SB-1043;1996-SB-1044;1996-SB-1045;1996-SB-1046;1996-SB-1047;1996-SB-1052;,1996-PA-408;1996-PA-409;1996-PA-410;1996-PA-411;1996-PA-412;1996-PA-413;1996-PA-414;1996-PA-415;1996-PA-416;1996-PA-417;1996-PA-418;1996-PA-388;,application/pdf,
